saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s],trial_id,trial_type
81,1.734597217780538e+18,1.73459721796452e+18,184,96.85326491695714,7.206647296084733,5279.26366786812,12379.91067104882,1.0,noisy
82,1.734597218732553e+18,1.734597218764442e+18,32,68.53695624191081,5.094465777162893,2077.6165362700035,2684.1307314360606,1.0,noisy
83,1.734597219052561e+18,1.734597219100546e+18,48,181.2755196131899,13.464426537012503,3725.459256217431,5732.070959942591,1.0,noisy
84,1.734597221012572e+18,1.734597221068546e+18,56,178.60860900979037,13.228449790176004,3340.1691318440394,5452.000923467769,1.0,noisy
85,1.734597221332588e+18,1.734597221368758e+18,36,53.83434644369579,4.004009395877336,1611.5565285942432,2029.3324770514216,1.0,noisy
86,1.734597222000534e+18,1.734597222040572e+18,40,72.81546149484633,5.40165677464905,1831.0409749449616,2415.011350894528,1.0,noisy
87,1.7345972223285478e+18,1.7345972224847608e+18,156,124.82483795856108,9.289038694122192,2563.4566737747514,8028.552263872762,1.0,noisy
88,1.734597222784611e+18,1.734597222824514e+18,40,111.0124259995338,8.253231284022194,2919.3953606983623,3939.468264786921,1.0,noisy
89,1.734597223112565e+18,1.7345972231524849e+18,40,82.01762316982465,6.104149333348458,2277.64136508922,3181.0212829134084,1.0,noisy
90,1.734597223560573e+18,1.734597223616598e+18,56,93.65829998217492,6.980486690709208,1857.9926658118684,2704.779091946001,1.0,noisy
91,1.734597224224554e+18,1.7345972242724948e+18,48,135.92754490104335,10.087217295635869,2795.951931286408,4152.614199213369,1.0,noisy
92,1.734597224468507e+18,1.734597224512536e+18,44,131.1653219570504,9.735723706511273,3327.279275774202,4672.239386042845,1.0,noisy
93,1.734597224944564e+18,1.734597224984529e+18,40,66.0630463504125,4.927697394034207,1725.561557825118,2338.3930460618303,1.0,noisy
94,1.734597225352536e+18,1.734597225392511e+18,40,70.28302186357473,5.250519561177252,1922.434824896292,2488.8456606807977,1.0,noisy
95,1.734597226520572e+18,1.734597226560887e+18,40,96.32204944272748,7.162264249338469,2593.8617157771887,3647.597417875857,1.0,noisy
96,1.73459722679662e+18,1.734597227000587e+18,204,29.58767403753723,2.1968135623538574,4128.949939461955,10529.429570621844,1.0,noisy
97,1.7345972276885809e+18,1.734597227752555e+18,64,247.59297736798868,18.436348824505178,3880.998213898187,6189.183905296763,1.0,noisy
98,1.734597231812589e+18,1.734597232004584e+18,192,210.8627635732428,15.676652255529698,2227.7196316798704,4944.526640133296,1.0,noisy
99,1.734597232416971e+18,1.734597232452532e+18,36,99.11881922479122,7.3945713584850274,2586.6266492880463,3539.085813459533,1.0,noisy
100,1.734597232868657e+18,1.734597233080887e+18,212,183.55083383715788,13.654574892702202,3462.0164058223813,9810.049979013878,1.0,noisy
101,1.734597233504501e+18,1.734597233724493e+18,220,47.66927039248366,3.603925625134731,4202.545912256753,10507.8473002967,1.0,noisy
102,1.734597233888519e+18,1.734597233924489e+18,36,57.335928655435815,4.274287018829637,1753.7518397224874,2242.859775882621,1.0,noisy
103,1.734597234664604e+18,1.734597234740536e+18,76,225.3521844673465,16.772417091427254,3161.380413248394,5347.067110400871,1.0,noisy
104,1.734597235664599e+18,1.7345972357165578e+18,52,188.130296010922,13.98354794654085,3893.432394485744,5962.677629214228,1.0,noisy
105,1.734597235956503e+18,1.734597236004524e+18,48,93.74001398797836,6.990479149207601,2471.9488078722075,3433.019072725039,1.0,noisy
106,1.734597236652573e+18,1.734597236712748e+18,60,208.0599485250377,15.438830189267804,3487.451679999595,5915.019895301042,1.0,noisy
107,1.734597236984565e+18,1.734597237008641e+18,24,31.94829481786158,2.366077039336782,1296.2785596268964,1524.6545925622208,1.0,noisy
108,1.734597239040684e+18,1.7345972390886228e+18,48,114.84848558269204,8.5208777273376,2645.2026301313576,3844.848118501119,1.0,noisy
109,1.7345972393325e+18,1.734597239556792e+18,224,136.39554892724186,10.168108313068911,2284.6532243341417,5172.21109307626,1.0,noisy
110,1.734597240392529e+18,1.734597240444647e+18,52,150.66285339617568,11.243498273316456,3098.708826771408,4915.550501334999,1.0,noisy
111,1.7345972410165798e+18,1.734597241064614e+18,48,130.33289047264853,9.72040404687722,2712.2120570351426,4109.851353885522,1.0,noisy
112,1.734597241368638e+18,1.734597241416566e+18,48,71.83658864900143,5.355411435001479,1637.3256696318276,2086.2726286181987,1.0,noisy
113,1.734597241584578e+18,1.7345972417805169e+18,196,8.196453711764152,0.6048764380349566,3677.967766312762,10297.8121316486,1.0,noisy
114,1.734597242184632e+18,1.734597242376545e+18,192,41.95203493758889,3.1391293388651085,3918.773555342114,12404.574248882627,1.0,noisy
115,1.734597243424479e+18,1.7345972434724948e+18,48,145.0171166674299,10.76493903028486,3358.224251841538,5021.396536955601,1.0,noisy
116,1.734597243708605e+18,1.734597243744487e+18,36,57.91472400290832,4.304735478480353,2060.990485372776,2567.1828900518635,1.0,noisy
117,1.734597243968672e+18,1.734597244012603e+18,44,100.35819466497064,7.485490713507539,2277.7559135096044,3543.4319438711545,1.0,noisy
118,1.734597245804539e+18,1.7345972460046538e+18,200,116.84294925158105,8.82346624122154,2982.34838626301,6778.712409916853,1.0,noisy
119,1.734597246656941e+18,1.734597246852541e+18,196,204.97462030143123,15.29577636143781,4732.504489617079,15176.341380146796,1.0,noisy
120,1.7345972485486129e+18,1.734597248616486e+18,68,162.03597544731755,12.086748240803152,2933.70592557376,5793.680065593696,1.0,noisy
121,1.734597248928508e+18,1.734597248980506e+18,52,144.93733740427686,10.821482274541928,3022.570252011098,4816.135385034759,1.0,noisy
122,1.734597250056582e+18,1.734597250120609e+18,64,227.38731617010995,16.906433319865844,3603.700273935111,6080.430085145341,1.0,noisy
123,1.7345972502807498e+18,1.7345972503366328e+18,56,116.6272007059552,8.677904029408635,2268.561952978666,3384.6784423457666,1.0,noisy
124,1.7345972525166118e+18,1.734597252748595e+18,232,22.80135214764856,1.6866164097737872,4814.191199566003,14667.018683117469,1.0,noisy
125,1.734597254832521e+18,1.734597254884458e+18,52,139.2291407240903,10.39103244725239,2938.72795699321,4396.593897121001,1.0,noisy
126,1.734597255124488e+18,1.7345972551645908e+18,40,76.11296034054216,5.683779709339604,2261.2633419367303,3055.8658985800835,1.0,noisy
127,1.734597255296529e+18,1.734597255512541e+18,216,85.90025734386806,6.451865368432113,4064.3757019428535,10361.040773092604,1.0,noisy
128,1.734597256540606e+18,1.734597256600598e+18,60,200.306027459014,14.90149693341534,3451.801730971405,5586.925598403772,1.0,noisy
129,1.734597256808767e+18,1.7345972568605578e+18,52,130.84150974106993,9.735211913380857,2751.3532895221315,4195.814050373819,1.0,noisy
130,1.734597257908547e+18,1.734597257948556e+18,40,83.77336007484662,6.244765299872414,2219.628366104,3075.9712920723223,1.0,noisy
131,1.734597258476584e+18,1.734597258652595e+18,176,98.6754366422526,7.38483668495874,3166.487136509995,11931.051728233992,1.0,noisy
132,1.734597259580504e+18,1.734597259624574e+18,44,113.24543651170524,8.48204052726207,2656.1613074441466,4027.6808609001737,1.0,noisy
133,1.734597260008491e+18,1.734597260080525e+18,72,268.34739707205176,19.95509868312752,3921.031410569258,5754.721360646999,1.0,noisy
134,1.734597260184508e+18,1.73459726021655e+18,32,50.78152401831083,3.776771932698423,1782.8661146867978,2235.8321038592107,1.0,noisy
135,1.734597265260661e+18,1.734597265460531e+18,200,268.72538990468604,19.96277848254228,3402.8152356603546,8079.689048600986,1.0,noisy
136,1.734597265700515e+18,1.7345972657414548e+18,41,73.52387957091503,5.473104200180604,1956.9750529489647,2769.650326455104,1.0,noisy
137,1.734597266228606e+18,1.734597266269734e+18,41,118.98923671255088,8.898618455881795,3114.3193352957146,4329.598619750651,1.0,noisy
138,1.734597266868662e+18,1.734597266908576e+18,40,95.84865587088916,7.161773744564226,2467.747995543958,3437.0335338838204,1.0,noisy
139,1.734597267548786e+18,1.734597267596771e+18,48,125.01560915942258,9.343256181362792,2826.756183156994,4294.867779113882,1.0,noisy
140,1.734597267916685e+18,1.7345972679605169e+18,44,114.39999721070764,8.551244040902894,2608.9561062005614,3879.495901066486,1.0,noisy
141,1.734597268532649e+18,1.734597268696553e+18,164,56.00090105771634,4.1518009629539225,5489.867443948639,12980.618740008842,1.0,noisy
142,1.7345972689326129e+18,1.7345972689565908e+18,24,30.162342252747905,2.246951234569598,1257.78306030078,1426.3813906315984,1.0,noisy
143,1.734597269176553e+18,1.734597269212502e+18,36,61.91346876370378,4.622528496093854,1907.107880892476,2405.571744171602,1.0,noisy
144,1.734597270144545e+18,1.734597270176603e+18,32,82.02381537649546,6.100861670518332,2397.7622417265025,3146.9481565515093,1.0,noisy
145,1.734597271188584e+18,1.734597271396648e+18,208,14.30332730515448,1.0810314448196046,2006.009281475484,5305.687970012762,1.0,noisy
