fixation id,start timestamp [ns],end timestamp [ns],fixation on face,trial_id,trial_type
82,1734597217964519936,1734597218729593856,False,1.0,noisy
83,1734597218764441856,1734597219049589760,False,1.0,noisy
84,1734597219100546048,1734597221013566976,False,1.0,noisy
85,1734597221068546048,1734597221333611008,False,1.0,noisy
86,1734597221368758016,1734597222001559808,False,1.0,noisy
87,1734597222040571904,1734597222329508864,False,1.0,noisy
88,1734597222484760832,1734597222785630976,False,1.0,noisy
89,1734597222824514048,1734597223109488896,False,1.0,noisy
90,1734597223152484864,1734597223561547008,False,1.0,noisy
91,1734597223616598016,1734597224221553920,False,1.0,noisy
92,1734597224272494848,1734597224469520896,False,1.0,noisy
93,1734597224512536064,1734597224945559808,False,1.0,noisy
94,1734597224984528896,1734597225353651968,False,1.0,noisy
95,1734597225392510976,1734597226521774848,False,1.0,noisy
96,1734597226560887040,1734597226797508864,False,1.0,noisy
97,1734597227000587008,1734597227685605888,False,1.0,noisy
98,1734597227752555008,1734597231813575936,False,1.0,noisy
99,1734597232004583936,1734597232417523968,False,1.0,noisy
100,1734597232452531968,1734597232869563904,False,1.0,noisy
101,1734597233080887040,1734597233505627904,False,1.0,noisy
102,1734597233724493056,1734597233889522944,False,1.0,noisy
103,1734597233924488960,1734597234665569792,False,1.0,noisy
104,1734597234740536064,1734597235661529856,False,1.0,noisy
105,1734597235716557824,1734597235957502976,False,1.0,noisy
106,1734597236004524032,1734597236653619968,False,1.0,noisy
107,1734597236712748032,1734597236985522944,False,1.0,noisy
108,1734597237008641024,1734597239041736960,False,1.0,noisy
109,1734597239088622848,1734597239333493760,False,1.0,noisy
110,1734597239556792064,1734597240393553920,False,1.0,noisy
111,1734597240444646912,1734597241013553920,False,1.0,noisy
112,1734597241064613888,1734597241369508864,False,1.0,noisy
113,1734597241416566016,1734597241586077952,False,1.0,noisy
114,1734597241780516864,1734597242185536768,False,1.0,noisy
115,1734597242376545024,1734597243421536000,False,1.0,noisy
116,1734597243472494848,1734597243709521920,False,1.0,noisy
117,1734597243744486912,1734597243969608960,False,1.0,noisy
118,1734597244012602880,1734597245805551872,False,1.0,noisy
119,1734597246004653824,1734597246657658880,False,1.0,noisy
120,1734597246852540928,1734597248549547776,False,1.0,noisy
121,1734597248616485888,1734597248929490944,False,1.0,noisy
122,1734597248980505856,1734597250057637888,False,1.0,noisy
123,1734597250120609024,1734597250281625856,False,1.0,noisy
124,1734597250336632832,1734597252513563904,False,1.0,noisy
125,1734597252748594944,1734597254833580800,False,1.0,noisy
126,1734597254884457984,1734597255121483776,False,1.0,noisy
127,1734597255164590848,1734597255297811968,False,1.0,noisy
128,1734597255512540928,1734597256541593856,False,1.0,noisy
129,1734597256600598016,1734597256809906944,False,1.0,noisy
