fixation id,start timestamp [ns],end timestamp [ns],fixation on face
66,1732933963337997966,1732933963634788864,False
67,1732933963786153966,1732933964498902784,False
68,1732933964753932966,1732933965070927872,False
69,1732933965109892966,1732933965198833920,False
70,1732933965385919966,1732933965694878976,False
71,1732933965746073966,1732933967102934784,False
72,1732933967153921966,1732933967266953984,False
73,1732933967401800966,1732933967774945024,False
74,1732933967813923966,1732933968114953984,False
75,1732933968153909966,1732933968330987776,False
76,1732933968369900966,1732933969011006976,False
77,1732933969057931966,1732933969755113984,False
78,1732933969865958966,1732933970826984960,True
79,1732933970877901966,1732933971710926848,False
80,1732933971753916966,1732933971974931968,False
81,1732933972014472966,1732933972734820864,False
82,1732933972857794966,1732933973046863872,False
83,1732933973161829966,1732933973766811904,False
84,1732933973825897966,1732933974086788864,False
85,1732933974113975966,1732933975314931968,False
86,1732933975449886966,1732933975654885888,False
87,1732933975697896966,1732933975910897920,False
88,1732933975965885966,1732933976198764800,False
89,1732933976225884966,1732933976459142912,False
90,1732933976506001966,1732933976786859008,False
91,1732933976821915966,1732933977066788864,False
92,1732933977265768966,1732933977406882816,False
93,1732933977453909966,1732933977638925824,False
94,1732933977665933966,1732933978086893824,True
95,1732933978241853966,1732933979382929920,True
96,1732933979557895966,1732933980594841856,False
97,1732933980645926966,1732933981122839808,True
98,1732933981285799966,1732933981586923008,False
99,1732933981605904966,1732933982870851840,True
100,1732933983013845966,1732933983278931968,False
101,1732933983317888966,1732933983974948864,False
102,1732933984029827966,1732933984610949888,False
103,1732933984749917966,1732933987906792960,False
104,1732933988069885966,1732933989466839808,True
105,1732933989593980966,1732933990483013888,True
106,1732933990650083966,1732933991002995968,False
107,1732933991033958966,1732933992174918912,False
108,1732933992345927966,1732933992595008000,False
109,1732933992650126966,1732933992926923776,False
110,1732933992965948966,1732933993106968832,True
111,1732933993126239966,1732933994678909952,True
112,1732933994789880966,1732933995210881024,True
113,1732933995253948966,1732933995538931968,False
114,1732933995585802966,1732933995666802944,False
115,1732933995845905966,1732933996010949888,False
116,1732933996069935966,1732933996254881024,True
117,1732933996285872966,1732933998094931968,True
118,1732933998153979966,1732933999014913792,False
119,1732933999069915966,1732934001267297024,False
120,1732934001414018966,1732934003886913024,False
121,1732934004058518966,1732934006382874880,False
122,1732934006569886966,1732934007242809856,False
123,1732934007298001966,1732934008659105792,False
124,1732934008757863966,1732934010646924800,True
125,1732934010781922966,1732934010978993920,False
126,1732934011029922966,1732934011266835968,False
127,1732934011309893966,1732934011474806016,False
128,1732934011629800966,1732934013082820864,False
129,1732934013121943966,1732934013330842880,False
130,1732934013377887966,1732934013522952960,False
131,1732934013629913966,1732934013858961920,False
132,1732934013897878966,1732934014218880000,False
133,1732934014261960966,1732934014379009792,False
134,1732934014545933966,1732934016586774016,False
135,1732934016729927966,1732934017055014912,False
136,1732934017077883966,1732934017238866944,True
137,1732934017473899966,1732934017642857984,False
138,1732934017893896966,1732934018098851840,False
139,1732934018129868966,1732934018690915840,False
140,1732934018869952966,1732934020047270912,True
141,1732934020229877966,1732934020866726912,True
142,1732934021049959966,1732934021578882816,True
143,1732934021725887966,1732934022098789888,True
144,1732934022301826966,1732934022774913024,True
145,1732934022977862966,1732934023947334912,True
146,1732934024101762966,1732934024894915840,True
147,1732934025090007966,1732934026314934784,True
148,1732934026437929966,1732934028446872832,True
149,1732934028573846966,1732934029714936832,False
150,1732934029861897966,1732934030847111936,False
151,1732934031005887966,1732934031582860800,False
152,1732934031621942966,1732934031882990848,False
153,1732934031917915966,1732934033130884864,True
154,1732934033233846966,1732934034790995968,True
155,1732934034925876966,1732934035483310848,False
156,1732934035529871966,1732934035682830848,False
157,1732934035729904966,1732934036158883840,False
158,1732934036217979966,1732934036370842880,True
159,1732934036497863966,1732934039106885888,False
160,1732934039185911966,1732934040174902016,False
161,1732934040217970966,1732934040502854912,False
162,1732934040697994966,1732934040918907904,False
163,1732934040961919966,1732934043062897920,False
164,1732934043202033966,1732934044042907904,False
165,1732934044205940966,1732934044634921984,False
166,1732934044682303966,1732934044826945792,False
167,1732934044973895966,1732934045146755840,False
168,1732934045173874966,1732934045746790912,False
169,1732934045785935966,1732934045874955008,False
170,1732934045917984966,1732934046246871808,False
171,1732934046273766966,1732934046467107840,False
172,1732934046605869966,1732934046922859008,False
173,1732934046953902966,1732934047382875904,False
174,1732934047429871966,1732934048271262976,False
175,1732934048305844966,1732934048458902784,False
176,1732934048501851966,1732934048711099904,False
177,1732934048813936966,1732934048970924800,False
178,1732934048989994966,1732934049146897920,False
179,1732934049185933966,1732934049354892800,False
180,1732934049389903966,1732934049634947840,False
181,1732934049661858966,1732934049854859008,False
182,1732934049885919966,1732934050090768896,False
183,1732934050125967966,1732934050226918912,False
184,1732934050265863966,1732934050370905856,False
185,1732934050533888966,1732934050758867968,False
186,1732934050789876966,1732934050962923008,False
187,1732934051001864966,1732934051182927872,False
188,1732934051229863966,1732934051530895872,False
189,1732934051558070966,1732934052042936832,False
190,1732934052085867966,1732934052234987776,False
191,1732934052273887966,1732934052394904832,False
192,1732934052613916966,1732934052930850816,False
193,1732934052965906966,1732934053790881024,False
194,1732934053813783966,1732934054514874880,False
195,1732934054633889966,1732934055014881792,False
196,1732934055209912966,1732934055394909952,False
197,1732934055417772966,1732934055654944000,False
198,1732934055689914966,1732934055842972928,False
199,1732934055886001966,1732934056194902784,False
200,1732934056233806966,1732934056350786816,False
201,1732934056467373966,1732934056575056896,False
202,1732934056613879966,1732934056754853888,False
203,1732934056917974966,1732934057166827008,False
204,1732934057189853966,1732934057598926848,False
205,1732934057633850966,1732934057698881024,False
206,1732934057865879966,1732934057967198976,False
207,1732934057993878966,1732934058230856960,False
208,1732934058273896966,1732934058434874880,False
209,1732934058469871966,1732934058686777856,False
210,1732934058721862966,1732934058934839808,False
211,1732934059069839966,1732934060126810880,False
212,1732934060293774966,1732934060554835968,False
213,1732934060589771966,1732934061366792960,False
214,1732934061401821966,1732934061570871808,False
215,1732934061601814966,1732934061830844928,False
216,1732934061873852966,1732934062030909952,False
217,1732934062065865966,1732934062294884864,False
218,1732934062329870966,1732934062402893824,False
219,1732934062602084966,1732934062742844928,False
220,1732934062789756966,1732934063010754816,False
221,1732934063033866966,1732934063190940928,False
222,1732934063217825966,1732934064074874880,False
223,1732934064113759966,1732934064290856960,False
224,1732934064325856966,1732934064842787840,False
225,1732934065029844966,1732934065198881024,False
226,1732934065233837966,1732934065750909952,False
227,1732934065785902966,1732934066042884864,False
228,1732934066069853966,1732934066302861824,False
229,1732934066321858966,1732934066482822912,False
230,1732934066513846966,1732934066718848000,False
231,1732934066893848966,1732934067158899968,False
232,1732934067205834966,1732934067334848000,False
233,1732934067373829966,1732934067746969856,False
234,1732934067785893966,1732934068046854912,False
235,1732934068073856966,1732934068346963968,False
236,1732934068385891966,1732934068546797824,False
237,1732934068585872966,1732934068774848000,False
238,1732934068821813966,1732934069190862848,False
239,1732934069233857966,1732934069482771968,False
240,1732934069517890966,1732934069710784000,False
241,1732934069761790966,1732934069906864896,False
242,1732934070081762966,1732934070442848000,False
243,1732934070473897966,1732934071010834944,False
244,1732934071125847966,1732934071498920960,False
245,1732934071529932966,1732934071850838016,False
246,1732934071909855966,1732934072146801920,False
247,1732934072181798966,1732934072462767872,False
248,1732934072481806966,1732934072634827776,False
249,1732934072825926966,1732934073022842880,False
250,1732934073285757966,1732934073418898944,False
251,1732934073446005966,1732934073642855936,False
252,1732934073733804966,1732934073986835968,False
253,1732934074069873966,1732934074294849024,False
254,1732934074473848966,1732934074662896896,False
255,1732934074733909966,1732934074910849792,False
256,1732934074945829966,1732934075270806784,False
257,1732934075309926966,1732934075414778880,False
258,1732934075561779966,1732934076306868992,False
259,1732934076441848966,1732934076670763008,False
260,1732934076713842966,1732934077226947840,False
261,1732934077509859966,1732934078558924800,False
262,1732934078673843966,1732934078938861824,False
263,1732934078969864966,1732934079250862848,False
264,1732934079289866966,1732934079510825984,False
265,1732934079965850966,1732934080046924800,False
266,1732934080089868966,1732934080646876928,True
267,1732934080825883966,1732934081343223808,True
268,1732934081561765966,1732934081746803968,True
269,1732934081778123966,1732934081994835968,False
270,1732934082025890966,1732934082602902016,False
271,1732934082721881966,1732934084310918912,False
272,1732934084441792966,1732934085386841856,True
273,1732934085541928966,1732934085990831872,True
274,1732934086033762966,1732934086250845952,False
275,1732934086293857966,1732934086830883840,True
276,1732934086985841966,1732934088470780928,True
277,1732934088581836966,1732934089842845952,False
278,1732934089957969966,1732934090366841856,True
279,1732934090409846966,1732934090526874880,False
280,1732934090565992966,1732934092490850816,True
281,1732934092545912966,1732934093082910976,True
282,1732934093261819966,1732934095014931968,True
283,1732934095197861966,1732934095482866944,False
284,1732934095505844966,1732934096474873856,True
285,1732934096621857966,1732934097394854912,True
286,1732934097573962966,1732934100046774016,True
287,1732934100193869966,1732934100254967808,True
288,1732934100421875966,1732934100954870016,True
289,1732934101037849966,1732934101290859008,False
290,1732934101358142966,1732934102358835968,False
291,1732934102537951966,1732934102894771968,False
292,1732934103005850966,1732934103226828800,False
293,1732934103445867966,1732934103646796800,False
294,1732934103681766966,1732934105062881024,True
295,1732934105193885966,1732934106534937856,True
296,1732934106681790966,1732934107482862848,True
297,1732934107593913966,1732934107882861824,False
298,1732934107917892966,1732934109238859776,True
299,1732934109337874966,1732934110010841856,False
300,1732934110165866966,1732934111162790912,True
301,1732934111201792966,1732934111490867968,False
302,1732934111637937966,1732934112062966016,False
303,1732934112101795966,1732934112262920960,False
304,1732934112289887966,1732934112622864896,False
305,1732934112657784966,1732934112774843904,False
306,1732934112897962966,1732934113110855936,False
307,1732934113133840966,1732934114114857984,False
308,1732934114157807966,1732934114330844928,False
309,1732934114465871966,1732934114878897920,False
310,1732934114921861966,1732934115046770944,False
311,1732934115213804966,1732934115390870016,False
312,1732934115413896966,1732934116330852864,False
313,1732934116469763966,1732934117010851840,False
314,1732934117065853966,1732934118130881792,False
315,1732934118209848966,1732934119226886912,False
316,1732934119277915966,1732934119934880000,False
317,1732934120073893966,1732934120410855936,False
318,1732934120445816966,1732934120614934016,False
319,1732934120657786966,1732934121158887936,False
320,1732934121313841966,1732934121690870016,False
321,1732934121729765966,1732934121866978816,False
322,1732934121885910966,1732934122062867968,False
323,1732934122109853966,1732934122842887936,True
324,1732934123045771966,1732934123862865920,True
325,1732934123885860966,1732934124130882816,False
326,1732934124149846966,1732934125027269888,False
327,1732934125285866966,1732934125442782976,False
328,1732934125497831966,1732934127242842880,True
329,1732934127409842966,1732934127735122944,False
330,1732934127769848966,1732934128174953984,False
331,1732934128209967966,1732934128398896896,False
332,1732934128569874966,1732934128754865920,False
333,1732934128802157966,1732934129654833920,False
334,1732934129709845966,1732934129894848000,False
335,1732934130113919966,1732934131878851840,False
336,1732934131913925966,1732934132002947840,False
337,1732934132097884966,1732934132178866944,False
338,1732934132321857966,1732934132474851840,False
339,1732934132521888966,1732934134126834944,False
340,1732934134165858966,1732934134286776832,False
341,1732934134421875966,1732934135582791936,False
342,1732934135629881966,1732934136210845952,False
343,1732934136249884966,1732934136650867968,False
344,1732934136685842966,1732934136862861824,True
345,1732934136949894966,1732934137190870784,True
346,1732934137217876966,1732934137370898944,False
347,1732934137417863966,1732934138150853888,False
348,1732934138245852966,1732934139598910976,True
349,1732934139673905966,1732934139798885888,False
350,1732934139865864966,1732934140094864896,False
351,1732934140173870966,1732934140935016960,True
352,1732934141061858966,1732934141262859008,False
353,1732934141289872966,1732934141830862848,True
354,1732934141881867966,1732934142982843904,True
355,1732934143045744966,1732934144230844928,True
356,1732934144309878966,1732934145270843904,True
357,1732934145445877966,1732934146042969856,False
358,1732934146093857966,1732934146850846976,False
359,1732934146953869966,1732934148374870784,True
360,1732934148497900966,1732934148702757888,True
361,1732934148745822966,1732934149502789888,True
362,1732934149553874966,1732934149886799872,False
363,1732934150021880966,1732934151030876928,True
364,1732934151165767966,1732934151614838016,False
365,1732934151653911966,1732934151930898944,False
366,1732934152061860966,1732934152634880000,True
367,1732934152805887966,1732934152966918912,False
368,1732934152997890966,1732934153726859008,True
369,1732934153841847966,1732934154166859776,False
370,1732934154325851966,1732934154518848000,False
371,1732934154749865966,1732934154978896896,False
372,1732934155029779966,1732934155314839808,False
373,1732934155493956966,1732934156210966784,True
374,1732934156385859966,1732934157546866944,True
375,1732934157693857966,1732934159154849792,True
376,1732934159221778966,1732934159286892800,True
377,1732934159665854966,1732934159842844928,True
378,1732934159897758966,1732934160382780928,False
379,1732934160501844966,1732934161834988800,True
380,1732934161953911966,1732934162690849024,False
381,1732934162881904966,1732934163246947840,True
382,1732934163289853966,1732934163590872832,False
383,1732934163629849966,1732934163930841856,False
384,1732934163977791966,1732934164234857984,False
385,1732934164265916966,1732934164387003904,False
386,1732934164506073966,1732934164658878976,False
387,1732934164681839966,1732934164950770944,False
388,1732934165001857966,1732934166154780928,True
389,1732934166265876966,1732934166574775808,True
390,1732934166629842966,1732934166894832896,False
391,1732934166913870966,1732934167526880000,False
392,1732934167557922966,1732934167694868992,False
393,1732934167717876966,1732934167954905856,False
394,1732934168053890966,1732934168218905856,False
395,1732934168245916966,1732934168330822912,False
396,1732934168365850966,1732934168546865920,False
397,1732934168585832966,1732934168782888960,False
398,1732934168813886966,1732934169154864896,False
399,1732934169193789966,1732934169334902016,False
400,1732934169441852966,1732934169602875904,False
401,1732934169645837966,1732934169918840832,False
402,1732934169949858966,1732934170350868992,False
403,1732934170405779966,1732934170570928896,True
404,1732934170649858966,1732934170930903808,False
405,1732934171125917966,1732934171854778880,False
406,1732934172005864966,1732934172590863872,False
407,1732934172621847966,1732934172786860800,False
408,1732934172878123966,1732934173046850816,False
409,1732934173081858966,1732934173286856960,False
410,1732934173385931966,1732934173934891776,False
411,1732934173965867966,1732934174118856960,False
412,1732934174161798966,1732934174334882816,False
413,1732934174365784966,1732934174478859008,False
414,1732934174525860966,1732934174678893824,False
415,1732934174709858966,1732934174818849024,False
416,1732934174861770966,1732934175050885888,False
417,1732934175085833966,1732934175310930944,False
418,1732934175337890966,1732934175550859776,False
419,1732934175685843966,1732934176654862848,False
420,1732934176753876966,1732934177026779904,False
421,1732934177161815966,1732934178406814976,False
422,1732934178533850966,1732934178754857984,False
423,1732934178785845966,1732934178974856960,False
424,1732934179001908966,1732934179090880000,False
425,1732934179241756966,1732934179370841856,False
426,1732934179405770966,1732934179470766848,False
427,1732934179613873966,1732934179866789888,False
428,1732934179925835966,1732934180082878976,False
429,1732934180294070966,1732934180386912000,False
430,1732934180429841966,1732934180686841856,False
431,1732934180741781966,1732934180926969856,False
432,1732934180949875966,1732934181114881024,False
433,1732934181313834966,1732934181430872832,False
434,1732934181449880966,1732934182074862848,False
435,1732934182193920966,1732934182258903808,False
436,1732934182281892966,1732934182742831872,False
437,1732934182777854966,1732934183347133952,False
438,1732934183493905966,1732934183786756864,False
439,1732934183813837966,1732934183930867968,False
440,1732934184101981966,1732934184182913024,False
441,1732934184217913966,1732934184482770944,False
442,1732934184577956966,1732934184970899968,False
443,1732934185005872966,1732934185154818816,False
444,1732934185297795966,1732934185794897920,False
445,1732934185925859966,1732934186014900992,False
446,1732934186045912966,1732934186754920960,False
447,1732934186901872966,1732934187670849792,False
448,1732934187705863966,1732934187982803968,False
449,1732934188017913966,1732934188183030016,False
450,1732934188293850966,1732934188394830848,False
451,1732934188521865966,1732934188754881024,False
452,1732934188789770966,1732934188930850816,False
453,1732934188953856966,1732934189118840832,False
454,1732934189293814966,1732934189498844928,False
455,1732934189541860966,1732934189710908928,False
456,1732934189745873966,1732934190006885888,False
457,1732934190041793966,1732934190246876928,False
458,1732934190285851966,1732934190395059968,False
459,1732934190597855966,1732934191402850816,False
460,1732934191525862966,1732934191706895872,False
461,1732934191741857966,1732934192086865920,False
462,1732934192469864966,1732934192578886912,False
463,1732934192789860966,1732934192938846976,False
464,1732934192977953966,1732934193206843904,False
465,1732934193249846966,1732934193678937856,False
466,1732934193705972966,1732934193970870784,False
467,1732934194017810966,1732934194166859008,False
468,1732934194277817966,1732934194370798848,False
469,1732934194425766966,1732934194746897920,False
470,1732934194801865966,1732934195006887936,False
471,1732934195061802966,1732934195210844928,False
472,1732934195233893966,1732934195406871808,False
473,1732934195445799966,1732934195638894848,False
474,1732934195921870966,1732934196106784000,False
475,1732934196141871966,1732934196358860800,False
476,1732934196409900966,1732934196578868992,False
477,1732934196633880966,1732934196998859008,False
478,1732934197065894966,1732934197246784000,False
479,1732934197289839966,1732934198014864896,False
480,1732934198169909966,1732934200082926848,False
481,1732934200237879966,1732934200690876928,False
482,1732934200717985966,1732934200834830848,False
483,1732934200869908966,1732934201054770944,False
484,1732934201093873966,1732934201286877952,False
485,1732934201305940966,1732934201418853888,False
486,1732934201757774966,1732934201946909952,False
487,1732934202097898966,1732934203386789888,False
488,1732934203421907966,1732934203578861824,False
489,1732934203601765966,1732934204002775808,False
490,1732934204025867966,1732934204390766848,False
491,1732934204417876966,1732934204579417856,False
492,1732934204605910966,1732934204994855936,False
493,1732934205029861966,1732934205210873856,False
494,1732934205229901966,1732934205446884864,False
495,1732934205569914966,1732934205746866944,True
496,1732934205929852966,1732934207542959872,True
497,1732934207737925966,1732934207870827776,False
498,1732934207897851966,1732934208110886912,False
499,1732934208145786966,1732934208270881024,False
500,1732934208309905966,1732934210162844928,False
501,1732934210277905966,1732934210690850816,False
502,1732934210741799966,1732934211334873856,True
503,1732934211517931966,1732934212258849792,True
504,1732934212461855966,1732934213374876928,True
505,1732934213529876966,1732934213802801920,True
506,1732934213845789966,1732934214266862848,False
507,1732934214293874966,1732934214458834944,False
508,1732934214581859966,1732934215182856960,False
509,1732934215209848966,1732934215474871808,False
510,1732934215513832966,1732934216039037952,False
511,1732934216065831966,1732934216870841856,False
512,1732934216901896966,1732934217274881792,False
513,1732934217310096966,1732934217770782976,False
514,1732934217793827966,1732934218190882816,False
515,1732934218245923966,1732934218522877952,False
516,1732934218557929966,1732934218854946816,True
517,1732934219021763966,1732934219278850816,False
518,1732934219313846966,1732934219755264000,False
519,1732934219789899966,1732934220034880000,False
520,1732934220065869966,1732934220230708992,False
521,1732934220265882966,1732934220386843904,False
522,1732934220705842966,1732934220850878976,False
523,1732934220889843966,1732934221342862848,False
524,1732934221385838966,1732934221546782976,False
525,1732934221581872966,1732934221738919936,False
526,1732934221765894966,1732934221966856960,False
527,1732934222001843966,1732934222614859776,False
528,1732934222817894966,1732934223003293952,False
529,1732934223057792966,1732934223470888960,False
530,1732934223694150966,1732934224418848000,False
531,1732934224561779966,1732934224734836992,False
532,1732934224777868966,1732934224866844928,True
533,1732934225077853966,1732934225310804992,False
534,1732934225353862966,1732934225910897920,False
535,1732934225953857966,1732934226162746880,False
536,1732934226197910966,1732934226386759936,False
537,1732934226593869966,1732934226686845952,False
538,1732934226729850966,1732934227042856960,False
539,1732934227065865966,1732934227270863872,False
540,1732934227313846966,1732934227538902784,False
541,1732934227581779966,1732934227738884864,False
542,1732934227905851966,1732934228114930944,False
543,1732934228145859966,1732934228306870784,False
544,1732934228329872966,1732934228574841856,False
545,1732934228617845966,1732934228726870016,False
546,1732934228769771966,1732934229146868992,True
547,1732934229305961966,1732934230322866944,True
548,1732934230369854966,1732934231438860800,False
549,1732934231489845966,1732934231650859776,False
550,1732934231785861966,1732934232562839808,True
551,1732934232617880966,1732934232830830848,False
552,1732934232865854966,1732934233026878976,False
553,1732934233305897966,1732934233522895872,False
554,1732934233553882966,1732934233822871808,False
555,1732934233861817966,1732934234034854912,False
556,1732934234069846966,1732934234202816000,False
557,1732934234221859966,1732934234354865920,False
558,1732934234557864966,1732934234822792960,False
559,1732934234873886966,1732934236986895872,True
560,1732934237105887966,1732934238654902016,False
561,1732934238769874966,1732934240470841856,False
562,1732934240521854966,1732934240702807808,True
563,1732934240725975966,1732934241886852864,True
564,1732934241941785966,1732934242094910976,False
565,1732934242273847966,1732934242418834944,False
566,1732934242453775966,1732934242658908928,False
567,1732934242697961966,1732934243034825984,False
568,1732934243153882966,1732934243834854912,False
569,1732934244041786966,1732934244422756864,False
570,1732934244593943966,1732934245030894848,False
571,1732934245169861966,1732934245414868992,False
572,1732934245441780966,1732934245698851840,False
573,1732934245741843966,1732934246042775808,False
574,1732934246253893966,1732934246322840832,False
575,1732934246413872966,1732934246499043840,False
576,1732934246701817966,1732934246818889984,False
577,1732934246865787966,1732934247046780928,False
578,1732934247081769966,1732934247278781952,False
579,1732934247457856966,1732934247610831872,False
580,1732934247637859966,1732934247894772992,False
581,1732934247949876966,1732934248406950912,False
582,1732934248633868966,1732934249098870784,False
583,1732934249129924966,1732934249562957824,False
584,1732934249593766966,1732934249718903808,False
585,1732934249845885966,1732934250766770944,False
586,1732934250813888966,1732934251266791936,False
587,1732934251377859966,1732934252250797824,False
588,1732934252305965966,1732934252426852864,False
589,1732934252613863966,1732934253342877952,False
590,1732934253509862966,1732934254990897920,True
591,1732934255169917966,1732934256430864896,False
592,1732934256461863966,1732934256678929920,False
593,1732934256841854966,1732934257006778880,False
594,1732934257041878966,1732934257798893824,False
595,1732934257937950966,1732934258210870784,False
596,1732934258241865966,1732934258338851840,False
597,1732934258493875966,1732934258714918912,False
598,1732934258749826966,1732934258970767872,False
599,1732934259009887966,1732934260322809856,False
600,1732934260461861966,1732934261738843904,False
601,1732934261881774966,1732934263566775808,True
602,1732934263721905966,1732934264094877952,False
603,1732934264117915966,1732934264563291904,False
604,1732934264661865966,1732934264742855936,False
605,1732934265137854966,1732934265518881024,False
606,1732934265565929966,1732934266198923776,False
607,1732934266349858966,1732934266850876928,False
608,1732934266958381966,1732934267186795008,False
609,1732934267373869966,1732934267546974976,False
610,1732934267593858966,1732934268042872832,False
611,1732934268201859966,1732934268346807808,False
612,1732934268381795966,1732934268738892800,False
613,1732934268777977966,1732934269674865920,False
614,1732934269721782966,1732934270210850816,False
615,1732934270389888966,1732934270774929920,False
616,1732934270821851966,1732934270990860800,False
617,1732934271041796966,1732934272135145984,False
618,1732934272201783966,1732934272354770944,False
619,1732934272497857966,1732934272690844928,False
620,1732934272749852966,1732934273110825984,False
621,1732934273133858966,1732934273766770944,False
622,1732934273961894966,1732934275146966784,False
623,1732934275333863966,1732934276146763008,False
624,1732934276325861966,1732934276510871808,False
625,1732934276545862966,1732934276810832896,False
626,1732934276973860966,1732934278014899968,False
627,1732934278037939966,1732934279878909952,False
628,1732934280013861966,1732934282126897920,False
629,1732934282245854966,1732934287042838016,False
630,1732934287081876966,1732934287142888960,False
631,1732934287161938966,1732934288630785792,True
632,1732934288761776966,1732934289522855936,True
633,1732934289545861966,1732934289666803968,False
634,1732934289689869966,1732934289846877952,False
635,1732934289989842966,1732934290090836992,False
636,1732934290113863966,1732934291082865920,False
637,1732934291261773966,1732934292323012864,True
638,1732934292449859966,1732934293346882816,False
639,1732934293581803966,1732934295430923008,False
640,1732934295593864966,1732934295994892800,False
641,1732934296037902966,1732934296890866944,False
642,1732934297021889966,1732934297210841856,False
643,1732934297245840966,1732934297530874880,False
644,1732934297585871966,1732934297842881792,False
645,1732934297893868966,1732934298050874880,False
646,1732934298185837966,1732934298682923776,False
647,1732934298714083966,1732934298962967808,False
648,1732934299089879966,1732934299658859776,False
649,1732934299697911966,1732934299962896896,False
650,1732934300005859966,1732934300126872832,False
651,1732934300153859966,1732934300270872832,False
652,1732934300309816966,1732934300554910976,False
653,1732934300585870966,1732934300690731776,False
654,1732934300801871966,1732934300886849024,False
655,1732934300941849966,1732934301602843904,False
656,1732934301721840966,1732934302678923776,False
657,1732934302721881966,1732934303090902784,False
658,1732934303233844966,1732934304330861824,False
659,1732934304453763966,1732934304594779904,False
660,1732934304625892966,1732934305378888960,False
661,1732934305405750966,1732934305586776832,False
662,1732934305633899966,1732934305750779904,False
663,1732934305793757966,1732934305942876928,False
664,1732934305981867966,1732934306162912000,False
665,1732934306261913966,1732934306502767872,False
666,1732934306553867966,1732934306722870784,False
667,1732934306761797966,1732934306858849024,False
668,1732934307033848966,1732934307182864896,False
669,1732934307345827966,1732934307551008000,False
670,1732934307589882966,1732934307746857984,False
671,1732934307781928966,1732934307878913024,False
672,1732934307921853966,1732934308107009024,False
673,1732934308125896966,1732934308250863872,False
674,1732934308305865966,1732934308382841856,False
675,1732934308677767966,1732934308954838016,False
676,1732934309005776966,1732934309162785792,False
677,1732934309185846966,1732934309342807808,False
678,1732934309373851966,1732934309550843904,False
679,1732934309598306966,1732934309726866944,False
680,1732934309793865966,1732934309914849024,False
681,1732934309941770966,1732934310066928896,False
682,1732934310209926966,1732934310582836992,False
683,1732934310769923966,1732934311138910976,False
684,1732934311173838966,1732934311362960896,False
685,1732934311393963966,1732934311598763776,False
686,1732934311633871966,1732934311790892800,False
687,1732934311821836966,1732934311990880000,False
688,1732934312029873966,1732934312234846976,False
689,1732934312277823966,1732934312390893824,False
690,1732934312481877966,1732934312594874880,False
691,1732934312629905966,1732934312706833920,False
692,1732934312741761966,1732934313050841856,False
693,1732934313085866966,1732934313170856960,False
694,1732934313217919966,1732934313482779904,False
695,1732934313533867966,1732934313646971904,False
696,1732934313673822966,1732934313878893824,False
697,1732934313921897966,1732934314266768896,False
