saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s],trial_id,trial_type
47,1732933953625889966,1732933953669922966,44,162.02422803489634,12.0257133579929,3781.9354199411264,5511.378659632293,1,noisy
48,1732933954009880966,1732933954117893966,108,373.6796559453692,27.562573330480006,4161.565386056546,8226.244316639626,1,noisy
49,1732933954385889966,1732933954429915966,44,161.00587849176983,11.877202792019084,3798.41705996013,5717.897081900247,1,noisy
50,1732933954573908966,1732933954725982966,152,253.53370672003808,18.992758517344186,3563.6958552451906,10727.966073195932,1,noisy
51,1732933954945936966,1732933954993813966,48,208.4428222185348,15.537999154852924,4908.852266639298,7364.447173363727,1,noisy
52,1732933955737960966,1732933955918154966,180,35.222247538577626,2.5938928036615696,3819.3983208773625,8089.688278945816,1,noisy
53,1732933957061916966,1732933957205901966,144,24.26408697507785,1.8215977799200085,4990.579571040215,11188.47350179858,1,noisy
54,1732933958009974966,1732933958129913966,120,36.31111750894174,2.716334617721401,4062.630495091318,8390.520756498703,1,noisy
55,1732933958537917966,1732933958705957966,168,44.33717428534148,3.354441351492861,3901.769488023896,8800.764452423924,1,noisy
56,1732933958833894966,1732933958878082966,44,129.77575898313174,9.678201788086492,2931.522766471356,4400.511436066106,1,noisy
57,1732933959073876966,1732933959114050966,40,87.10492705294119,6.505574811366961,2390.9201786767862,3295.369404609034,1,noisy
58,1732933959474267966,1732933959521824966,48,118.0396774726964,8.816231575744569,2462.5104572524647,3841.998450899546,1,noisy
59,1732933959681918966,1732933959733897966,52,127.64981776568804,9.533302853953048,2662.670199447376,4212.185254308224,1,noisy
60,1732933960517882966,1732933960565977966,48,172.6177644696827,12.8992990088438,4014.522552573164,6196.575473122815,1,noisy
61,1732933961169844966,1732933961329985966,160,43.86972824290253,3.289869680917832,1799.8916715160476,4336.363936326343,1,noisy
62,1732933961510115966,1732933961529889966,20,20.83296100583864,1.5561964477888666,1174.6104538260256,1267.1910045079564,1,noisy
63,1732933962313969966,1732933962353919966,40,111.97386014947163,8.369398631244168,2903.820356840927,4198.775098336751,1,noisy
64,1732933962785925966,1732933962845952966,60,256.58315529299017,19.153422017270792,4759.848206136237,7660.736762057926,1,noisy
65,1732933963313889966,1732933963337997966,24,27.859163954466474,2.0404109241407693,1172.2132766320717,1384.810179027645,1,noisy
66,1732933963635107966,1732933963786153966,151,41.462044039330266,3.0602525347745493,2692.391227431727,6641.754453840216,1,noisy
67,1732933964501849966,1732933964753932966,252,259.31518081745673,19.384787026358392,3760.40501899277,7789.422106203775,1,noisy
68,1732933965069956966,1732933965109892966,40,85.654291064279,6.396634858489711,2362.648980994861,3172.062186412412,1,noisy
69,1732933965201947966,1732933965385919966,184,16.516999222060754,1.237755404446676,2050.2735431339715,4024.128286158379,1,noisy
70,1732933965697827966,1732933965746073966,48,160.7486425838467,11.993034346927102,3629.655460858467,5573.729570601602,1,noisy
71,1732933967101895966,1732933967153921966,52,183.72137352772177,13.722696527279696,3846.0488003837113,6079.862245908712,1,noisy
72,1732933967269915966,1732933967401800966,132,22.771337908802664,1.7236834658500553,2026.209209176822,4150.616624136602,1,noisy
73,1732933967773941966,1732933967813923966,40,101.39242245130922,7.601142946000051,2709.756477314056,3867.298154749344,1,noisy
74,1732933968113901966,1732933968153909966,40,125.19475127977095,9.37667592938882,3278.245879267003,4624.864958347184,1,noisy
75,1732933968329914966,1732933968369900966,40,118.05479273749704,8.841239252510759,3256.3653815228613,4652.273531341687,1,noisy
76,1732933969009956966,1732933969057931966,48,173.42626969718086,12.95982732489249,3569.7771886150454,5695.044122278835,1,noisy
77,1732933969758176966,1732933969865958966,108,27.97602489959933,2.049827568444232,3840.602546601159,7942.246222765911,1,noisy
