saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s],trial_id,trial_type
268,1734335963994219649,1734335964034041649,40,64.13578679016052,4.731876427968994,1671.6908511539125,2268.8327155982424,1,noisy
269,1734335964210074649,1734335964278217649,68,276.83568463743336,19.845897182392555,4402.224979874007,7613.342556367457,1,noisy
270,1734335964598068649,1734335964670112649,72,329.91913519915613,24.7476821226775,4541.384975315005,7244.326524133153,1,noisy
271,1734335964850101649,1734335964882031649,32,51.069622119109496,3.784323176642888,1860.875659713043,2234.0444692011783,1,noisy
272,1734335965282145649,1734335965326171649,44,170.929228572831,12.726135662387875,4033.36524955618,6007.913914423709,1,noisy
273,1734335965488206649,1734335965534115649,46,151.38672735040467,10.965958045771991,3460.480308082792,5168.389425259473,1,noisy
274,1734335965654146649,1734335965706155649,52,262.09476202441226,18.978832579567307,4951.794626987351,8154.493120570252,1,noisy
275,1734335966818230649,1734335967077982649,260,35.60504585982158,2.6732524936781736,2278.5085534886293,6210.43990331929,1,noisy
276,1734335969630118649,1734335969682138649,52,115.3282802311354,8.524195989508929,2340.072028014009,3464.723652901496,1,noisy
277,1734335969841999649,1734335969894205649,52,182.38324026631545,13.44386147294977,3419.6803104394467,5410.386213404575,1,noisy
278,1734335970114096649,1734335970162138649,48,160.41380158885886,11.754442323411103,3672.4581090508063,5879.695352486998,1,noisy
279,1734335970322188649,1734335970374013649,52,189.20150037199903,13.85112226595903,3542.231731602906,6009.996536965004,1,noisy
280,1734335971006118649,1734335971066121649,60,207.32525403485727,15.173420536401965,3540.7168030375656,5591.687312057746,1,noisy
281,1734335971482171649,1734335971530201649,48,183.7451856995083,13.46616602003396,3759.379568258036,5754.102259800153,1,noisy
282,1734335971750135649,1734335971794097649,44,148.6886624884869,10.871435911719082,3483.4030260171776,5500.696320353095,1,noisy
283,1734335971962235649,1734335972138279649,176,152.1333973051554,11.135668179624163,3103.864644962944,6114.303871543022,1,noisy
284,1734335972390128649,1734335972570535649,180,23.008162288273898,1.6898843734005409,3771.6646271260665,6822.679476698553,1,noisy
285,1734335974966087649,1734335975234160649,268,41.246455282635125,3.1110874069648844,2548.656920829913,5508.855301984986,1,noisy
286,1734335975802062649,1734335975866080649,64,224.81531810176145,16.50091009954945,3623.7108483976585,5746.472269510664,1,noisy
287,1734335976186102649,1734335976237976649,52,195.12612872347705,14.346045303825074,4013.039134534404,6187.484517923986,1,noisy
288,1734335978337963649,1734335978498106649,160,30.717725363554315,2.2515014478479167,2996.98385534172,7990.559152359725,1,noisy
289,1734335978822022649,1734335978882021649,60,140.83173014184086,10.399602839689624,2484.276816336997,3460.805882338426,1,noisy
290,1734335979114363649,1734335979154187649,40,143.0412349124087,10.544239240755568,3940.881069501522,5391.374735431885,1,noisy
291,1734335979890161649,1734335979946018649,56,184.9031671203599,13.55120388856751,3581.533364512394,6020.704583778934,1,noisy
292,1734335980122077649,1734335980170170649,48,217.31877189643748,15.996549971811532,4438.912770175348,7223.089457686538,1,noisy
293,1734335980614104649,1734335980813993649,200,100.56406652708132,7.45286314394583,2697.376268701598,6409.37718130194,1,noisy
294,1734335981014124649,1734335981042135649,28,27.97490171533769,2.0356450153162675,1235.5968360828442,1593.0976657039764,1,noisy
295,1734335981382174649,1734335981422101649,40,97.92279405020734,7.396599604125955,2601.589370913499,3567.9469431190896,1,noisy
296,1734335981662005649,1734335981690124649,28,39.648238725115085,2.9576845519663584,1454.623937473114,1783.544357069412,1,noisy
297,1734335981946106649,1734335981994198649,48,144.369771589501,10.739657694249145,2963.1545350771767,4581.681637024971,1,noisy
298,1734335982506136649,1734335982534194649,28,44.81293524093911,3.289732170547162,1570.232280251005,1774.3828902525224,1,noisy
299,1734335982694196649,1734335982742071649,48,149.4715723465306,10.955575900694496,3425.2987520581514,5640.864079607962,1,noisy
300,1734335982862054649,1734335982902009649,40,97.14126082878616,7.127122730414371,2583.684531558152,3570.334760041137,1,noisy
301,1734335983498019649,1734335983546009649,48,192.143102113579,13.983052380734096,3886.569233432194,6296.935162424633,1,noisy
302,1734335983702239649,1734335983758118649,56,181.5894976528274,13.215027333792229,3481.0301569728795,4974.269653838449,1,noisy
303,1734335983997971649,1734335984050158649,52,216.76949731715487,16.322357627721995,4181.055815566419,6908.324331860951,1,noisy
304,1734335984202126649,1734335984274008649,72,355.8621707885623,26.54846107637032,5457.123838784254,9435.697485500004,1,noisy
305,1734335984754065649,1734335984814109649,60,227.414547409771,16.513531143051328,3872.526565605917,5715.758311987216,1,noisy
306,1734335984994447649,1734335985042047649,48,126.5977266423526,9.182744365601886,2880.249578071591,4246.466238517822,1,noisy
307,1734335985334014649,1734335985410027649,76,370.48336214677545,27.097318670695586,5196.078762401285,8902.321315215991,1,noisy
308,1734335986450071649,1734335986502095649,52,213.5785261706794,15.545906814881617,4453.790050944484,6904.898580238952,1,noisy
309,1734335986786112649,1734335986842138649,56,244.6589200437896,17.78153663786549,4580.4668364571735,7789.442504125754,1,noisy
310,1734335987326108649,1734335987541979649,216,289.98779491071286,21.19721073343748,4632.407699989763,13697.418510077645,1,noisy
311,1734335987686085649,1734335987730019649,44,172.4020541128156,12.54649920994874,3932.606536516498,5939.295834312981,1,noisy
312,1734335988094026649,1734335988146065649,52,207.30474798063827,15.205855144084818,3994.9842978127376,5860.350368237183,1,noisy
313,1734335988394150649,1734335988434004649,40,103.77842435454228,7.593987416294133,2690.2405912147024,3970.363740616088,1,noisy
314,1734335988922110649,1734335988962113649,40,98.5828742877662,7.201515567238189,2542.936148791985,3499.196666947537,1,noisy
315,1734335990674169649,1734335990870078649,196,10.444609844903416,0.7723028093644553,3194.200235117558,6358.755357736643,1,noisy
316,1734335991386121649,1734335991410103649,24,24.016241555053647,1.7535266155990934,1024.2282430036307,1088.046961083609,1,noisy
317,1734335992386160649,1734335992634170649,248,85.03188286918508,6.323748086037581,2607.8228519718978,5725.906714015037,1,noisy
318,1734335993886104649,1734335994086077649,200,110.00629833052707,8.2275691094479,2858.500763252958,5850.066307382926,1,noisy
319,1734335994146088649,1734335994214188649,68,70.56168089399206,5.215281327282446,1210.2618196544554,1542.6179839806334,1,noisy
320,1734335995298066649,1734335995350122649,52,139.63863406664842,10.350525515847504,2770.5993737966432,4025.315117538685,1,noisy
321,1734335995602160649,1734335995654089649,52,217.53195711216327,16.148151014686164,4119.119369941205,7422.4740776505405,1,noisy
322,1734335995866091649,1734335995914102649,48,310.10799934303265,22.976374072828342,7278.442475813995,11136.238115171309,1,noisy
323,1734335996114187649,1734335996146032649,32,52.074830113267616,3.86382870378411,1545.314486021947,2023.21940554362,1,noisy
324,1734335997146101649,1734335997490162649,344,39.06746670249985,2.8684993463733246,2110.377701421014,6895.911516890913,1,noisy
325,1734335997646106649,1734335997706194649,60,149.86888992816338,11.103892984262748,2620.9504877584764,4570.146886834003,1,noisy
326,1734335997902096649,1734335997950079649,48,240.7737146729951,17.868967231208245,4998.612383502839,7520.848945962867,1,noisy
327,1734335998126061649,1734335998150071649,24,28.97383350980868,2.191320207503197,1240.7429330753196,1496.2543749272886,1,noisy
328,1734335998746077649,1734335998810056649,64,352.0689551497449,25.99223277370644,5489.743954662323,9667.980934080291,1,noisy
