fixation id,start timestamp [ns],end timestamp [ns],fixation on face,trial_id,trial_type
269,1734335964034041649,1734335964211168512,False,1.0,noisy
270,1734335964278217649,1734335964595183616,False,1.0,noisy
271,1734335964670112649,1734335964851091712,False,1.0,noisy
272,1734335964882031649,1734335965283205632,False,1.0,noisy
273,1734335965326171649,1734335965486990592,False,1.0,noisy
274,1734335965534115649,1734335965651039488,False,1.0,noisy
275,1734335965706155649,1734335966819144704,False,1.0,noisy
276,1734335967077982649,1734335969627142656,False,1.0,noisy
277,1734335969682138649,1734335969843111680,False,1.0,noisy
278,1734335969894205649,1734335970115026688,False,1.0,noisy
279,1734335970162138649,1734335970319012608,False,1.0,noisy
280,1734335970374013649,1734335971003125504,False,1.0,noisy
281,1734335971066121649,1734335971479134464,False,1.0,noisy
282,1734335971530201649,1734335971751211520,False,1.0,noisy
283,1734335971794097649,1734335971963074560,False,1.0,noisy
284,1734335972138279649,1734335972391115520,False,1.0,noisy
285,1734335972570535649,1734335974967088640,False,1.0,noisy
286,1734335975234160649,1734335975803098624,False,1.0,noisy
287,1734335975866080649,1734335976187069696,False,1.0,noisy
288,1734335976237976649,1734335978339076608,False,1.0,noisy
289,1734335978498106649,1734335978819321600,False,1.0,noisy
290,1734335978882021649,1734335979115074560,False,1.0,noisy
291,1734335979154187649,1734335979891162624,False,1.0,noisy
292,1734335979946018649,1734335980123084544,False,1.0,noisy
293,1734335980170170649,1734335980611094528,False,1.0,noisy
294,1734335980813993649,1734335981011073536,False,1.0,noisy
295,1734335981042135649,1734335981383027712,False,1.0,noisy
296,1734335981422101649,1734335981663015680,False,1.0,noisy
297,1734335981690124649,1734335981942976512,False,1.0,noisy
298,1734335981994198649,1734335982503258624,False,1.0,noisy
299,1734335982534194649,1734335982695011584,False,1.0,noisy
300,1734335982742071649,1734335982859083520,False,1.0,noisy
301,1734335982902009649,1734335983495036672,True,1.0,noisy
302,1734335983546009649,1734335983703287552,False,1.0,noisy
303,1734335983758118649,1734335983995096576,False,1.0,noisy
304,1734335984050158649,1734335984203253504,False,1.0,noisy
305,1734335984274008649,1734335984751024640,True,1.0,noisy
306,1734335984814109649,1734335984995103488,False,1.0,noisy
307,1734335985042047649,1734335985335188480,False,1.0,noisy
308,1734335985410027649,1734335986451088640,False,1.0,noisy
309,1734335986502095649,1734335986787141632,False,1.0,noisy
310,1734335986842138649,1734335987327090688,False,1.0,noisy
311,1734335987541979649,1734335987687167488,False,1.0,noisy
312,1734335987730019649,1734335988091411712,False,1.0,noisy
313,1734335988146065649,1734335988391133696,False,1.0,noisy
314,1734335988434004649,1734335988923159552,False,1.0,noisy
315,1734335988962113649,1734335990675207680,False,1.0,noisy
316,1734335990870078649,1734335991387020544,False,1.0,noisy
317,1734335991410103649,1734335992387289600,False,1.0,noisy
318,1734335992634170649,1734335993883081472,False,1.0,noisy
319,1734335994086077649,1734335994147078656,False,1.0,noisy
320,1734335994214188649,1734335995295063552,False,1.0,noisy
321,1734335995350122649,1734335995603069696,False,1.0,noisy
322,1734335995654089649,1734335995867097600,False,1.0,noisy
323,1734335995914102649,1734335996110977536,False,1.0,noisy
324,1734335996146032649,1734335997143071488,False,1.0,noisy
325,1734335997490162649,1734335997643339520,False,1.0,noisy
326,1734335997706194649,1734335997899419648,False,1.0,noisy
327,1734335997950079649,1734335998127097600,False,1.0,noisy
328,1734335998150071649,1734335998747057664,False,1.0,noisy
329,1734335998810056649,1734335998935223552,False,1.0,noisy
330,1734335998970103649,1734335999891163648,False,1.0,noisy
331,1734336000182281649,1734336000495272704,False,1.0,noisy
332,1734336000569999649,1734336000803276544,False,1.0,noisy
333,1734336000842129649,1734336001111103488,False,1.0,noisy
334,1734336001174062649,1734336001294985472,False,1.0,noisy
335,1734336001318273649,1734336004763067648,False,1.0,noisy
336,1734336005114277649,1734336005403112704,False,1.0,noisy
337,1734336005478170649,1734336005547114496,False,1.0,noisy
338,1734336005574173649,1734336007487187712,False,1.0,noisy
339,1734336007654041649,1734336011271114496,False,1.0,noisy
340,1734336011302080649,1734336013615195648,True,1.0,noisy
341,1734336013802082649,1734336014635087616,False,1.0,noisy
342,1734336014874259649,1734336016815256576,False,1.0,noisy
343,1734336017042056649,1734336019211094528,True,1.0,noisy
344,1734336019494013649,1734336020063012608,False,1.0,noisy
345,1734336020130101649,1734336020383024640,False,1.0,noisy
346,1734336020438090649,1734336021811142656,True,1.0,noisy
347,1734336021858320649,1734336022035081472,False,1.0,noisy
348,1734336022066335649,1734336022391095552,False,1.0,noisy
349,1734336022446266649,1734336023155250688,False,1.0,noisy
350,1734336023230072649,1734336023418970624,False,1.0,noisy
351,1734336023462216649,1734336023663035648,True,1.0,noisy
352,1734336023722145649,1734336023891078656,False,1.0,noisy
353,1734336023930185649,1734336024139085568,False,1.0,noisy
354,1734336024194426649,1734336024363306496,False,1.0,noisy
355,1734336024418165649,1734336025403091712,True,1.0,noisy
356,1734336025458009649,1734336025767257600,False,1.0,noisy
357,1734336025826064649,1734336026407214592,True,1.0,noisy
358,1734336026602102649,1734336026671393536,False,1.0,noisy
359,1734336026698030649,1734336026771092480,False,1.0,noisy
360,1734336026806017649,1734336027043234560,False,1.0,noisy
361,1734336027074173649,1734336027287117568,False,1.0,noisy
362,1734336027334239649,1734336027523175680,False,1.0,noisy
363,1734336027582071649,1734336028355066624,True,1.0,noisy
364,1734336028378079649,1734336028639098624,False,1.0,noisy
365,1734336028862111649,1734336030283082496,False,1.0,noisy
366,1734336030554102649,1734336033371033600,False,1.0,noisy
367,1734336033629984649,1734336034327050496,False,1.0,noisy
368,1734336034386078649,1734336034583104512,False,1.0,noisy
369,1734336034622735649,1734336034823065600,False,1.0,noisy
370,1734336034882069649,1734336036655090688,False,1.0,noisy
371,1734336036682392649,1734336037911083520,False,1.0,noisy
372,1734336038154186649,1734336038227101696,False,1.0,noisy
373,1734336038266048649,1734336039383039488,False,1.0,noisy
374,1734336039430082649,1734336039651063552,False,1.0,noisy
375,1734336039690179649,1734336040259204608,False,1.0,noisy
376,1734336040314239649,1734336040487080704,False,1.0,noisy
377,1734336040530114649,1734336040911417600,False,1.0,noisy
378,1734336040970231649,1734336041151070464,False,1.0,noisy
379,1734336041198084649,1734336041375067648,False,1.0,noisy
380,1734336041414018649,1734336041663138560,False,1.0,noisy
381,1734336041714378649,1734336041967075584,False,1.0,noisy
382,1734336042013998649,1734336042163299584,False,1.0,noisy
383,1734336042202165649,1734336045147098624,False,1.0,noisy
384,1734336045374180649,1734336047639078656,False,1.0,noisy
385,1734336047894313649,1734336048887106560,False,1.0,noisy
386,1734336048910076649,1734336050163023616,False,1.0,noisy
387,1734336050382176649,1734336055278984704,False,1.0,noisy
388,1734336055326104649,1734336055539143680,False,1.0,noisy
389,1734336055586283649,1734336055907216640,False,1.0,noisy
390,1734336055950391649,1734336056171239680,False,1.0,noisy
391,1734336056386105649,1734336056691065600,False,1.0,noisy
392,1734336056726213649,1734336057023102464,False,1.0,noisy
499,1734336087634137649,1734336087951081472,False,2.0,quiet
500,1734336087994185649,1734336088183074560,True,2.0,quiet
501,1734336088242152649,1734336088475113472,False,2.0,quiet
502,1734336088510079649,1734336088643185664,False,2.0,quiet
503,1734336088681974649,1734336091331072512,False,2.0,quiet
504,1734336091634215649,1734336094251218688,False,2.0,quiet
505,1734336094526068649,1734336097631092480,False,2.0,quiet
506,1734336097666115649,1734336097815127552,False,2.0,quiet
507,1734336097854183649,1734336098071133696,False,2.0,quiet
508,1734336098122150649,1734336098495045632,False,2.0,quiet
509,1734336098542059649,1734336099003025664,False,2.0,quiet
510,1734336099053990649,1734336099347227648,False,2.0,quiet
511,1734336099402291649,1734336101671065600,False,2.0,quiet
512,1734336101926239649,1734336104315068672,False,2.0,quiet
513,1734336104518208649,1734336104679229696,False,2.0,quiet
514,1734336104734087649,1734336111975101696,False,2.0,quiet
515,1734336112138073649,1734336114203092480,False,2.0,quiet
516,1734336114462152649,1734336117007351552,False,2.0,quiet
517,1734336117058115649,1734336117271264512,False,2.0,quiet
518,1734336117326202649,1734336117603005696,False,2.0,quiet
519,1734336117666071649,1734336119143151616,False,2.0,quiet
520,1734336119350081649,1734336120751094528,False,2.0,quiet
521,1734336120790097649,1734336120931088640,False,2.0,quiet
522,1734336120970257649,1734336121411089664,False,2.0,quiet
523,1734336121458021649,1734336121623119616,False,2.0,quiet
524,1734336121666209649,1734336122151095552,False,2.0,quiet
525,1734336122194096649,1734336122403016704,False,2.0,quiet
526,1734336122442088649,1734336122603088640,False,2.0,quiet
527,1734336122842233649,1734336122903120640,False,2.0,quiet
528,1734336122918254649,1734336124027000576,False,2.0,quiet
529,1734336124094093649,1734336124367323648,False,2.0,quiet
530,1734336124402167649,1734336124743059712,False,2.0,quiet
531,1734336124782200649,1734336124907238656,False,2.0,quiet
532,1734336125158095649,1734336125331069696,False,2.0,quiet
533,1734336125398022649,1734336127119095552,False,2.0,quiet
534,1734336127178025649,1734336128655204608,False,2.0,quiet
535,1734336128706133649,1734336129611069696,False,2.0,quiet
536,1734336129642096649,1734336129787091712,False,2.0,quiet
537,1734336130034395649,1734336130575200512,False,2.0,quiet
538,1734336130610082649,1734336130747059712,False,2.0,quiet
539,1734336130786104649,1734336130939111680,False,2.0,quiet
540,1734336130978086649,1734336131847181568,False,2.0,quiet
541,1734336131902146649,1734336132067024640,False,2.0,quiet
542,1734336132094129649,1734336132451182592,False,2.0,quiet
543,1734336132506167649,1734336133855008512,False,2.0,quiet
544,1734336134122091649,1734336136207047680,False,2.0,quiet
545,1734336136266113649,1734336136875088640,False,2.0,quiet
546,1734336136918236649,1734336137111132672,False,2.0,quiet
547,1734336137146090649,1734336137443073536,False,2.0,quiet
548,1734336137482167649,1734336137663042560,False,2.0,quiet
549,1734336137982089649,1734336138047066624,False,2.0,quiet
550,1734336138090085649,1734336138423129600,False,2.0,quiet
551,1734336138466097649,1734336138739145472,False,2.0,quiet
552,1734336138770011649,1734336139347086592,False,2.0,quiet
553,1734336139502199649,1734336139620184576,False,2.0,quiet
554,1734336139654084649,1734336140015086592,False,2.0,quiet
555,1734336140037974649,1734336141303111680,False,2.0,quiet
556,1734336141501992649,1734336141623297536,False,2.0,quiet
557,1734336141670080649,1734336141967086592,False,2.0,quiet
558,1734336142002359649,1734336142183023616,False,2.0,quiet
559,1734336142210096649,1734336142379163648,False,2.0,quiet
560,1734336142414096649,1734336142583098624,False,2.0,quiet
561,1734336142638370649,1734336143831077632,False,2.0,quiet
562,1734336143870056649,1734336144067102464,False,2.0,quiet
563,1734336144122051649,1734336144415095552,True,2.0,quiet
564,1734336144466100649,1734336144747112704,False,2.0,quiet
565,1734336144806065649,1734336145523103488,False,2.0,quiet
566,1734336145574083649,1734336146375074560,True,2.0,quiet
567,1734336146434083649,1734336146955062528,False,2.0,quiet
568,1734336147142121649,1734336147695101696,False,2.0,quiet
569,1734336147929978649,1734336149603079680,False,2.0,quiet
570,1734336149830082649,1734336150855082496,False,2.0,quiet
571,1734336150914308649,1734336151467034624,True,2.0,quiet
572,1734336151490104649,1734336151731089664,False,2.0,quiet
573,1734336151762085649,1734336151971062528,True,2.0,quiet
574,1734336152026085649,1734336152663050496,False,2.0,quiet
575,1734336152722191649,1734336153115119616,True,2.0,quiet
576,1734336153174074649,1734336154707052544,False,2.0,quiet
