blink id,start timestamp [ns],end timestamp [ns],duration [ms]
695,1734348004705025455,1734348004841075455,136
696,1734348004845077455,1734348005177102455,332
697,1734348007465035455,1734348007757087455,292
698,1734348008041065455,1734348008373070455,332
699,1734348009829158455,1734348010205063455,376
700,1734348012305321455,1734348012629188455,324
701,1734348016421261455,1734348016693212455,272
702,1734348016709062455,1734348016981151455,272
703,1734348017865161455,1734348018205085455,340
704,1734348018513077455,1734348018845072455,332
705,1734348022341098455,1734348022761173455,420
706,1734348022789127455,1734348023197142455,408
707,1734348023537154455,1734348023957082455,420
708,1734348024089220455,1734348024669064455,580
709,1734348025785055455,1734348026429173455,644
710,1734348028313061455,1734348028597115455,284
711,1734348028613096455,1734348028857049455,244
712,1734348028865053455,1734348029173103455,308
713,1734348029177247455,1734348029533067455,356
714,1734348029665043455,1734348030021312455,356
715,1734348031021073455,1734348031493059455,472
716,1734348031821123455,1734348032249159455,428
717,1734348033085339455,1734348033445174455,360
718,1734348034201066455,1734348034581174455,380
719,1734348035217169455,1734348035657166455,440
720,1734348038445053455,1734348038781079455,336
721,1734348040625072455,1734348040989057455,364
722,1734348042373061455,1734348042757046455,384
723,1734348044385088455,1734348044741154455,356
724,1734348045325167455,1734348045729459455,404
725,1734348046081080455,1734348046465500455,384
726,1734348047361097455,1734348047785047455,424
727,1734348048901122455,1734348049281152455,380
728,1734348050201156455,1734348050621080455,420
729,1734348051705085455,1734348052085044455,380
730,1734348053029053455,1734348053505120455,476
731,1734348056745067455,1734348057125085455,380
732,1734348058469263455,1734348058857065455,388
733,1734348060061059455,1734348060449363455,388
734,1734348063305161455,1734348063665069455,360
735,1734348065433183455,1734348065853054455,420
736,1734348068761059455,1734348069105070455,344
737,1734348069641185455,1734348070117080455,476
738,1734348070633030455,1734348071005058455,372
739,1734348071941112455,1734348072321036455,380
740,1734348072921163455,1734348073337098455,416
741,1734348077953061455,1734348078305201455,352
742,1734348080169071455,1734348080517048455,348
743,1734348081321159455,1734348081677078455,356
744,1734348082005286455,1734348082273105455,268
745,1734348082277047455,1734348082733096455,456
746,1734348086881042455,1734348087249059455,368
747,1734348088801156455,1734348089189071455,388
748,1734348089261085455,1734348089737124455,476
749,1734348090165054455,1734348090521343455,356
750,1734348091801080455,1734348092153078455,352
751,1734348092225170455,1734348092581040455,356
752,1734348096201059455,1734348096609083455,408
753,1734348099077062455,1734348099485054455,408
754,1734348100801051455,1734348101125231455,324
755,1734348102549193455,1734348102885162455,336
756,1734348106521084455,1734348106837156455,316
757,1734348107453805455,1734348107857236455,403
758,1734348109025148455,1734348109365234455,340
759,1734348114865081455,1734348115033165455,168
760,1734348115037284455,1734348115437072455,400
761,1734348116765066455,1734348117141068455,376
762,1734348117929079455,1734348118397156455,468
763,1734348118681075455,1734348119173142455,492
764,1734348119777058455,1734348120117278455,340
765,1734348120121352455,1734348120453223455,332
766,1734348120565086455,1734348120929057455,364
767,1734348123161086455,1734348123501082455,340
768,1734348123969240455,1734348124253188455,284
769,1734348124637264455,1734348124945072455,308
770,1734348126181064455,1734348126457170455,276
771,1734348126517226455,1734348126805071455,288
772,1734348134445246455,1734348134749086455,304
773,1734348134789191455,1734348135217084455,428
774,1734348141521070455,1734348141837186455,316
775,1734348142881065455,1734348143125093455,244
776,1734348144717116455,1734348144869067455,152
777,1734348144877218455,1734348145237064455,360
778,1734348145337043455,1734348145773103455,436
779,1734348146741076455,1734348147073181455,332
780,1734348147297063455,1734348147681087455,384
781,1734348147685053455,1734348148053501455,368
782,1734348148561190455,1734348149101173455,540
783,1734348149765062455,1734348150221073455,456
784,1734348150229081455,1734348150521061455,292
785,1734348150937150455,1734348151229148455,292
786,1734348151981151455,1734348152409075455,428
787,1734348153577149455,1734348153941209455,364
788,1734348154693089455,1734348155057374455,364
789,1734348155393065455,1734348155869083455,476
790,1734348156121060455,1734348156437062455,316
791,1734348156449048455,1734348156813066455,364
792,1734348158413052455,1734348158733043455,320
793,1734348159781067455,1734348160141125455,360
794,1734348162837057455,1734348163049085455,212
795,1734348163053047455,1734348163421421455,368
796,1734348163709040455,1734348163901176455,192
797,1734348165449037455,1734348165673138455,224
798,1734348165677067455,1734348166065101455,388
799,1734348167705171455,1734348168045098455,340
800,1734348172437239455,1734348172645071455,208
801,1734348173497379455,1734348173765077455,268
802,1734348173769038455,1734348174153160455,384
803,1734348175569075455,1734348175925063455,356
804,1734348180245138455,1734348180581164455,336
805,1734348186641071455,1734348186949085455,308
806,1734348187257053455,1734348187701082455,444
807,1734348187797065455,1734348188209081455,412
808,1734348190429202455,1734348190877058455,448
809,1734348191009087455,1734348191621174455,612
810,1734348192113054455,1734348192569041455,456
811,1734348192629173455,1734348193129049455,500
812,1734348196069046455,1734348196337081455,268
813,1734348198585083455,1734348198845051455,260
814,1734348201693086455,1734348201969025455,276
815,1734348201977087455,1734348202357069455,380
816,1734348206125079455,1734348206365183455,240
817,1734348206373064455,1734348206717051455,344
818,1734348209165086455,1734348209657054455,492
819,1734348211357062455,1734348211717116455,360
820,1734348212529101455,1734348212961386455,432
821,1734348214445094455,1734348214821419455,376
822,1734348219965118455,1734348220309068455,344
823,1734348220897060455,1734348221265325455,368
824,1734348221601064455,1734348221953243455,352
825,1734348224781114455,1734348225149679455,369
826,1734348227597134455,1734348227745074455,148
827,1734348228413057455,1734348228725048455,312
828,1734348230193042455,1734348230577049455,384
829,1734348231781106455,1734348232149125455,368
830,1734348233761298455,1734348233969348455,208
831,1734348234041353455,1734348234329054455,288
832,1734348238217104455,1734348238437248455,220
833,1734348238445099455,1734348238805086455,360
834,1734348238933076455,1734348239333098455,400
835,1734348240541126455,1734348240901080455,360
836,1734348244101298455,1734348244417029455,316
837,1734348247737070455,1734348248085082455,348
838,1734348249513063455,1734348249893144455,380
839,1734348256809057455,1734348257157161455,348
840,1734348257529079455,1734348257857074455,328
841,1734348259089057455,1734348259465474455,376
842,1734348260593085455,1734348260961539455,368
843,1734348261797081455,1734348262185047455,388
844,1734348262369165455,1734348262769077455,400
845,1734348262969059455,1734348263365046455,396
846,1734348264449124455,1734348264833059455,384
847,1734348265053062455,1734348265433064455,380
848,1734348266081065455,1734348266429087455,348
849,1734348266881140455,1734348267245072455,364
850,1734348268177056455,1734348268509060455,332
851,1734348269029079455,1734348269405099455,376
852,1734348269625417455,1734348270005056455,380
853,1734348272129183455,1734348272497065455,368
854,1734348273113058455,1734348273453056455,340
855,1734348274457055455,1734348274821097455,364
856,1734348275097060455,1734348275353060455,256
857,1734348275513094455,1734348275881171455,368
858,1734348275897226455,1734348276301047455,404
859,1734348276873093455,1734348277257571455,384
860,1734348278281168455,1734348278637212455,356
861,1734348279433053455,1734348279801063455,368
862,1734348281085141455,1734348281401081455,316
863,1734348284689179455,1734348285013090455,324
864,1734348285129025455,1734348285509171455,380
865,1734348291885396455,1734348292153046455,268
866,1734348292825130455,1734348293189082455,364
867,1734348303201109455,1734348303449053455,248
868,1734348303853152455,1734348304201493455,348
869,1734348304373076455,1734348305045087455,672
870,1734348305049058455,1734348305481178455,432
871,1734348305553088455,1734348305941679455,389
872,1734348309785197455,1734348310109073455,324
873,1734348311309209455,1734348311645044455,336
874,1734348312265226455,1734348312609059455,344
875,1734348315701396455,1734348315909139455,208
876,1734348319401125455,1734348319793119455,392
877,1734348320337175455,1734348320517039455,180
878,1734348320521121455,1734348320745066455,224
879,1734348320749066455,1734348321105326455,356
880,1734348321253100455,1734348321613062455,360
881,1734348321749088455,1734348322093061455,344
882,1734348322193036455,1734348322537058455,344
883,1734348322793085455,1734348323109043455,316
884,1734348323113021455,1734348323581178455,468
885,1734348323649096455,1734348324041721455,393
886,1734348324217105455,1734348324605112455,388
887,1734348324921128455,1734348325117071455,196
888,1734348325121121455,1734348325469153455,348
889,1734348325477120455,1734348325813049455,336
890,1734348326249083455,1734348326653048455,404
891,1734348327745056455,1734348328125154455,380
892,1734348328477219455,1734348328853079455,376
893,1734348329637048455,1734348330077103455,440
894,1734348330901170455,1734348331141221455,240
895,1734348331145036455,1734348331597117455,452
896,1734348332185088455,1734348332597122455,412
897,1734348332637066455,1734348333001186455,364
898,1734348333137151455,1734348333461067455,324
899,1734348334653071455,1734348335061238455,408
900,1734348335597250455,1734348335905053455,308
901,1734348335909096455,1734348336321160455,412
902,1734348336333142455,1734348336713125455,380
903,1734348337197067455,1734348337505093455,308
904,1734348339805073455,1734348340273225455,468
905,1734348342713099455,1734348343005074455,292
906,1734348343569081455,1734348344105081455,536
907,1734348345649095455,1734348346005089455,356
908,1734348347365037455,1734348347805267455,440
909,1734348348589175455,1734348348761064455,172
910,1734348350721183455,1734348351097106455,376
911,1734348352825096455,1734348353233070455,408
912,1734348354461159455,1734348354781282455,320
913,1734348356989135455,1734348357525088455,536
914,1734348359157110455,1734348359525183455,368
915,1734348360529118455,1734348361045074455,516
916,1734348361265160455,1734348362065031455,800
917,1734348364325133455,1734348364669070455,344
918,1734348364929268455,1734348365285245455,356
919,1734348367341581455,1734348367933054455,591
920,1734348367977092455,1734348368606150455,629
