saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
42,1734346749941139455,1734346750161189455,220,31.218380722859656,2.320082801912362,2968.8499037290067,6003.949061652061
43,1734346751093093455,1734346751125188455,32,42.077730594299325,3.1530294050121097,1448.5347447202168,1778.1159671302305
44,1734346751289128455,1734346751325120455,36,57.93380556651103,4.326195192906085,1798.7563529270578,2475.239179230997
45,1734346751473176455,1734346751509126455,36,45.870701405853296,3.4722025609486256,1387.7748251980106,1735.2316064618558
46,1734346751897190455,1734346751925365455,28,33.09139213177342,2.511136426122295,1181.738855416715,1451.0487187326985
47,1734346752665102455,1734346752721169455,56,161.59289405494235,11.97075128622239,3011.602726053637,4806.754316238025
48,1734346753077131455,1734346753233080455,156,19.28104484420434,1.4354092721441496,3497.5352020060777,7065.861022114115
49,1734346753817121455,1734346754001268455,184,25.143373746546203,1.8734052601003224,3364.2770201889275,6516.710854962875
50,1734346755525313455,1734346755597035455,72,199.1684610653796,14.774186443292052,2932.249630745043,4567.841790223419
51,1734346756261296455,1734346756477111455,216,61.12139143370231,4.538342993803658,2384.992971895165,4757.121300900046
52,1734346756782647455,1734346756841140455,58,192.0246970026753,14.227213946584929,3299.171515638213,5310.385241624225
53,1734346757141151455,1734346757361120455,220,19.01456735598282,1.4292366628526785,3903.024482114599,7604.083924744652
54,1734346758693140455,1734346758881199455,188,21.29134910778491,1.584359700004477,2764.427771953045,6212.880778523331
55,1734346759549094455,1734346759741103455,192,12.66829548922776,0.9366275900526092,3692.873153656441,6863.550913632366
56,1734346762921446455,1734346762969081455,48,144.3028045819827,10.702145771979549,2964.308675421041,4483.627720065121
57,1734346763269259455,1734346763289098455,20,20.31481591021155,1.5153209058874522,1119.3277610363086,1169.8597220963434
58,1734346763381358455,1734346763589094455,208,55.65010511341839,4.129567799881815,2375.741208256606,6790.108529960549
59,1734346764037104455,1734346764237113455,200,148.39114715995802,11.114654040317316,3026.5421069833324,5532.71170724106
60,1734346764737204455,1734346764769142455,32,41.01965139639656,3.051769631107881,1507.2353768204796,1619.0215370451674
61,1734346765049111455,1734346765089099455,40,84.88953786054643,6.278718244662793,2013.047237532412,2613.439448901476
62,1734346765269075455,1734346765397135455,128,254.05444574364816,18.6907460217991,2293.787035184089,4908.585987371343
63,1734346765609149455,1734346765865110455,256,13.0058802454731,1.0433709807583074,4504.697325822618,12773.53018395369
64,1734346766077315455,1734346766169104455,92,377.4679902638399,27.90574590384178,4102.045226961904,5905.76012612969
65,1734346766285112455,1734346766325140455,40,100.85112057492935,7.441008561796774,2706.781500120724,3715.577486490256
66,1734346766745171455,1734346766829202455,84,311.12661287929814,23.01190703290948,3782.8906168974186,5864.421581930915
67,1734346767029085455,1734346767101207455,72,192.1723568894543,14.238986828663869,2841.5005745265844,4542.89472192589
68,1734346767225087455,1734346767257211455,32,38.24937874614557,2.831350584457541,1317.5593147904854,1584.0330822945955
69,1734346767797137455,1734346767817095455,20,20.96417457725753,1.5496965102600435,1230.1734025848198,1325.9455604043894
70,1734346768077078455,1734346768117079455,40,87.57403418981045,6.485267167099408,2276.063718342504,3208.406429297512
71,1734346768325102455,1734346768365097455,40,87.00609328726655,6.430145256939639,2284.2286044517305,3157.342451803666
72,1734346768489159455,1734346768537144455,48,180.01388973239537,13.400586886048604,3707.972501779521,5421.190762589774
73,1734346769177135455,1734346769201116455,24,25.64548028548932,1.916764625248672,1077.6124953578874,1256.7704802194387
74,1734346769429082455,1734346769457188455,28,36.635870328130366,2.751776849807752,1341.4193835100252,1576.210323331553
75,1734346769597103455,1734346769617118455,20,28.52180436742948,2.136940041459058,1277.1698079602688,1453.210822578142
76,1734346769749707455,1734346769777142455,27,57.19088243866831,4.313880598193965,1982.7260197401035,2609.0729104114985
77,1734346769905080455,1734346770005296455,100,132.45368556984582,9.959406168259031,1535.4184164506046,2645.9981240298885
78,1734346770093267455,1734346770421136455,328,399.8110547897229,30.12093549286788,2663.8659980195043,8991.228096539184
79,1734346770569141455,1734346770877102455,308,505.8098168495452,38.108966647966966,3626.699598163179,12000.566919105191
80,1734346771449109455,1734346771489123455,40,81.44734275522079,6.150936541552111,2201.391290760098,3281.6223750889126
81,1734346771633134455,1734346771657088455,24,30.136803463788688,2.2468142146671486,1343.4504989531838,1509.740737725964
82,1734346771781149455,1734346772113128455,332,33.76345742905116,2.5484694012012734,2083.768643140062,6486.699817899875
83,1734346772205180455,1734346772245169455,40,103.51512020347558,7.805591689658308,2710.8474458340875,3898.3585863433705
84,1734346772397140455,1734346772421138455,24,25.58832816854736,1.9046486267450289,1091.0340221403335,1219.7500948171446
85,1734346772541099455,1734346772601088455,60,255.1059934342001,18.66799366790072,4378.323978979263,6913.371785611144
86,1734346772909091455,1734346772957104455,48,119.81991411032485,8.854926029734996,2861.600208554208,4151.723593059207
87,1734346773137083455,1734346773189142455,52,153.38814205639525,11.437928691431187,3193.2651580463944,4898.699088030696
88,1734346773305058455,1734346773365169455,60,141.50455950671832,10.422134033585774,2624.493627529884,4209.495342167061
89,1734346773597096455,1734346773757162455,160,149.24378282596592,11.29132649069347,2551.5959207721994,6023.781638480926
90,1734346773981091455,1734346774029153455,48,148.3553792458634,11.095343757488894,3108.031694377167,4728.745628747884
91,1734346774205207455,1734346774229082455,24,41.67865741441428,3.120915863547066,1809.9809441961909,2151.999486834832
92,1734346774365141455,1734346774401117455,36,49.87990107712077,3.730302104585482,1583.8149539667334,2188.032113767431
93,1734346774541578455,1734346774869244455,328,94.35301623504644,7.089690552603743,2570.4593119778533,9046.28837218112
94,1734346775025232455,1734346775081135455,56,126.95534826550124,9.565233828905084,2431.5910201058086,3989.750799598364
95,1734346775269105455,1734346775365136455,96,166.58587793915316,12.502274071260675,1927.953338255101,3606.51381620006
96,1734346775813126455,1734346776237296455,424,45.23939915895616,3.315000366244753,3353.913946496533,11053.584327806886
97,1734346776441122455,1734346776477110455,36,74.3542934301404,5.534928471761943,2327.568062659086,2940.6833626425946
